Date,MH_Onion,WB_Potato,WB_Onion,Kolkata_Diesel
17-09-2025,1042.77,1256.73,1848.17,92.02
18-09-2025,1053.05,1267.13,1775.28,92.02
19-09-2025,1011.05,1274.85,1785.92,92.02
20-09-2025,964.86,1272.81,1804.68,92.02
21-09-2025,1050.18,1391.44,1805.48,92.02
22-09-2025,982.09,1264.52,1800.7,92.02
23-09-2025,1070.36,1264.59,1801.21,92.02
24-09-2025,1074.72,1300.76,1865.97,92.02
25-09-2025,1054.45,1304.46,1832.13,92.02
26-09-2025,1054.83,1315.8,1848.62,92.02
27-09-2025,970.39,1283.08,1810.43,92.02
28-09-2025,1166.83,1320.87,1830.2,92.02
29-09-2025,1071.3,1239.45,1820.12,92.02
30-09-2025,1095.99,1247.64,1817.88,92.02
01-10-2025,1117.45,1256.8,1786.18,92.02
02-10-2025,1060.12,1271.76,1832.4,92.02
03-10-2025,1098.04,1311.11,1834.98,92.02
04-10-2025,1079.37,1298.64,1808.51,92.02
05-10-2025,1161.39,1337.49,1774.13,92.02
06-10-2025,1101.81,1305.85,1827.92,92.02
07-10-2025,1110.52,1341.85,1814.65,92.02
08-10-2025,1051.02,1339.78,1818.8,92.02
09-10-2025,1011.49,1349.28,1769.84,92.02
10-10-2025,1140.91,1380.14,1772.22,92.02
11-10-2025,913.95,1359.52,1753.35,92.02
12-10-2025,1127.34,1377.25,1751.6,92.02
13-10-2025,985.97,1376.29,1762.01,92.02
14-10-2025,1022.97,1374.13,1757.65,92.02
15-10-2025,988.52,1388.44,1748.9,92.02
16-10-2025,1012.09,1369.35,1731.8,92.02
17-10-2025,1059.42,1390.97,1728.66,92.02
18-10-2025,939,1389.61,1716.82,92.02
19-10-2025,1039.4,1373.24,1745.18,92.02
20-10-2025,1131.5,1550.33,1710.13,92.02
21-10-2025,944,1389.88,1681.15,92.02
22-10-2025,998.28,1381.66,1707.58,92.02
23-10-2025,874.1,1375.63,1717.99,92.02
24-10-2025,1125.8,1354.3,1694.53,92.02
25-10-2025,1282.04,1403.37,1695.74,92.02
26-10-2025,1464.51,1421.76,1659.43,92.02
27-10-2025,1237.35,1416.48,1639.3,92.02
28-10-2025,1316.13,1385.77,1680.77,92.02
29-10-2025,1313.94,1382.67,1721.2,92.02
30-10-2025,1408.77,1385.77,1666.39,92.02
31-10-2025,1371.97,1392,1663.58,92.02
01-11-2025,1236.05,1391.38,1674.91,92.02
02-11-2025,1406.68,1421.48,1650.4,92.02
03-11-2025,1321.83,1410.57,1699.6,92.02
04-11-2025,1342.42,1310.08,1731.47,92.02
05-11-2025,1318.94,1419.86,1670.24,92.02
06-11-2025,1485.42,1459.42,1757.92,92.02
07-11-2025,1336.23,1363.17,1704.06,92.02
08-11-2025,1254.66,1360.31,1907.8,92.02
09-11-2025,1289.47,1327.57,1790.98,92.02
10-11-2025,1249.01,1352.22,1784.15,92.02
11-11-2025,1278.86,1420.93,1791.4,92.02
12-11-2025,1268.64,1391.48,1736.46,92.02
13-11-2025,1248.52,1382.54,1748.09,92.02
14-11-2025,1254.04,1389.42,1693.76,92.02
15-11-2025,1202.62,1397.46,1690.75,92.02
16-11-2025,1247.62,1377.58,1693,92.02
17-11-2025,1223.8,1372.71,1702.75,92.02
18-11-2025,1245.86,1395.82,1705.86,92.02
19-11-2025,1204.1,1419.4,1694.98,92.02
20-11-2025,1220.08,1417.99,1628.12,92.02
21-11-2025,1128.14,1408.39,1636.01,92.02
22-11-2025,1044.58,1400.94,1642.38,92.02
23-11-2025,1255.17,1438.55,1689.3,92.02
24-11-2025,1062.72,1404.2,1670.16,92.02
25-11-2025,1119.53,1382,1635.52,92.02
26-11-2025,1086.44,1355.07,1631.47,92.02
27-11-2025,1084.67,1350.93,1632.42,92.02
28-11-2025,1058.34,1357.1,1728.78,92.02
29-11-2025,1007.77,1364.84,1526.32,92.02
30-11-2025,1177.58,1297.73,1547.88,92.02
01-12-2025,1140.74,1337.9,1561.02,92.02
02-12-2025,1109.01,1349,1509.93,92.02
03-12-2025,1151.7,1348.74,1491.49,92.02
04-12-2025,1148.95,1332.41,1515.61,92.02
05-12-2025,1261.73,1342.78,1498.56,92.02
06-12-2025,1122.64,1302.38,1508.51,92.02
07-12-2025,1193.79,1293,1527.18,92.02
08-12-2025,1460.71,1296.7,1550.78,92.02
09-12-2025,1610.9,1277.02,1579.14,92.02
10-12-2025,1693.72,1255.34,1581.77,92.02
11-12-2025,1673.35,1267.46,1623.66,92.02
12-12-2025,1750.76,1260.07,1731.99,92.02
13-12-2025,1751.49,1264.01,1784.07,92.02
14-12-2025,1877.59,1266.93,1862.98,92.02
15-12-2025,1924.8,1224.37,2096.86,92.02
16-12-2025,1975.72,1214.97,2068.22,92.02
17-12-2025,1903.48,1199.56,2178.46,92.02
18-12-2025,1671.51,1183.38,2310.61,92.02
19-12-2025,1757.49,1171.32,2187.96,92.02
20-12-2025,1472.38,1169.77,2230.96,92.02
21-12-2025,1461.25,1171.01,2187.03,92.02
22-12-2025,1324.8,1148.81,2098.27,92.02
23-12-2025,1432.9,1129.41,2088.95,92.02
24-12-2025,1390.47,1121.92,2001.09,92.02
25-12-2025,1346.27,1084.07,1925.58,92.02
26-12-2025,1485.45,1097.73,1979.08,92.02
27-12-2025,1485.98,1119.33,1984.13,92.02
28-12-2025,1854.96,1127.46,1908.92,92.02
29-12-2025,1659.87,1085.61,2017.77,92.02
30-12-2025,1575.77,1099.52,2083.43,92.02
31-12-2025,1563.69,1068.29,2091.82,92.02
01-01-2026,1519.15,1052.07,2109.64,92.02
02-01-2026,1461.11,1019.22,2114.15,92.02
03-01-2026,1384.81,1060.6,2188.21,92.02
04-01-2026,1440.53,1110.85,2193.77,92.02
05-01-2026,1239.89,1040.66,2236.31,92.02
06-01-2026,1311.52,1059.59,2093.83,92.02
07-01-2026,1330.57,1054.73,2181.83,92.02
08-01-2026,1294.8,1054.19,2144.87,92.02
09-01-2026,1310.71,1069.32,2130.6,92.02
10-01-2026,1219.67,1103.78,2428.27,92.02
11-01-2026,1439.95,1077.81,2077,92.02
12-01-2026,1289.13,1075.82,2127.81,92.02
13-01-2026,1383.89,1080.48,2106.49,92.02
14-01-2026,1306.85,1083.19,2073.43,92.02
15-01-2026,1349.52,1095.2,2082.41,92.02
16-01-2026,1303.83,1079.05,2056.5,92.02
17-01-2026,1336.88,1046.14,2088.3,92.02
18-01-2026,1430.13,1078.66,2025.96,92.02
19-01-2026,1368.46,1081.93,2060.73,92.02
20-01-2026,1350.31,1086.17,2097.14,92.02
21-01-2026,1366.12,1090.14,2159.54,92.02
22-01-2026,1351.08,1043.43,2151.94,92.02
23-01-2026,1341.04,1077.51,2066.66,92.02
24-01-2026,1144.2,1055.31,2120.29,92.02
25-01-2026,1295.38,1062.26,2044.09,92.02
26-01-2026,983.95,1071.96,2023.43,92.02
27-01-2026,1180.38,1046.81,2083.29,92.02
28-01-2026,1156.8,1034.95,2058.22,92.02
29-01-2026,1075.39,1009.8,2003.11,92.02
30-01-2026,1049.95,1035.69,2041.4,92.02
31-01-2026,927.49,1015.46,2066.61,92.02
01-02-2026,1131.06,992.94,1993.94,92.02
02-02-2026,988.07,1026.95,2003.13,92.02
03-02-2026,1008,1008.49,1961.43,92.02
04-02-2026,1029.61,1004.1,1976.94,92.02
05-02-2026,1026.92,1008.98,1940.8,92.02
06-02-2026,1024.19,989.41,1925.67,92.02
07-02-2026,1084.77,931.05,1991.75,92.02
08-02-2026,1179.03,909.79,2080.66,92.02
09-02-2026,1096,935.66,1943.85,92.02
10-02-2026,1098.63,948.51,1938.48,92.02
11-02-2026,1085.05,934.74,1953.17,92.02
12-02-2026,1038.22,907.85,1909.42,92.02
13-02-2026,1032.89,905.74,1900.26,92.02
14-02-2026,941.34,893.49,1971.69,92.02
15-02-2026,1177.22,906.26,1939.4,92.02
16-02-2026,938.28,905.07,1926.65,92.02
17-02-2026,1030.59,888.43,1901.16,92.02
18-02-2026,1009.88,863.12,1820.15,92.02
19-02-2026,951.38,879,1864.96,92.02
20-02-2026,986.05,869.8,1870.78,92.02
21-02-2026,969.54,859.41,1798.84,92.02
22-02-2026,1032.46,838.98,1742.47,92.02
23-02-2026,957.34,869.56,1866.21,92.02
24-02-2026,940.01,861.18,1860.07,92.02
25-02-2026,885.46,851.34,1850.85,92.02
26-02-2026,863.79,843.35,1772.36,92.02
27-02-2026,832.37,856.33,1836.8,92.02
28-02-2026,771.27,861.74,1772.4,92.02
01-03-2026,862.25,856.92,1895.21,92.02
02-03-2026,764.05,869.67,1818.85,92.02
03-03-2026,912.27,870.31,1761.78,92.02
04-03-2026,788.94,850.77,1748.4,92.02
05-03-2026,833.88,862.51,1768.33,92.02
06-03-2026,841.55,849.57,1725.9,92.02
07-03-2026,846,848.2,1669.07,92.02
08-03-2026,983.22,819.99,1626.99,92.02
09-03-2026,871.15,828.08,1697.84,92.02
10-03-2026,875.12,822.24,1704.53,92.02
11-03-2026,868.6,825.26,1676.74,92.02
12-03-2026,866.48,814.5,1613.81,92.02
13-03-2026,854.71,805.45,1636.77,92.02
14-03-2026,772.7,816.99,1645.21,92.02
15-03-2026,982.95,762.24,1474.24,92.02
16-03-2026,797.45,779.78,1636.95,92.02
17-03-2026,827.35,771.34,1591.44,92.02
18-03-2026,848.58,735.9,1534.2,92.02
19-03-2026,839.24,735.08,1561,92.02
20-03-2026,843.49,740.93,1591.84,92.02
21-03-2026,920.14,732.6,1464.47,92.02
22-03-2026,905.7,705.13,1544.03,92.02
23-03-2026,850.82,712.79,1457.66,92.02
24-03-2026,895.51,758.44,1532.54,92.02
25-03-2026,914.18,752.95,1485.59,92.02
26-03-2026,878.6,749.75,1424.66,92.02
27-03-2026,876.85,717.65,1515.93,92.02
28-03-2026,856.22,711.38,1426.65,92.02
29-03-2026,857.23,677.17,1479.4,92.02
30-03-2026,795.46,743.7,1482.43,92.02
31-03-2026,752.22,696.71,1542.72,92.02
