All Type of Report (All Grades) for 01-Apr-2024 to 31-Mar-2026,,,,,,,,,,
State,Commodity Group,Commodity,Date,MSP,Arrival Quantity 01-04-2024 to 31-03-2026,Arrival Unit,Min Price 01-04-2024 to 31-03-2026,Modal Price,Max Price 01-04-2024 to 31-03-2026,Price Unit
West Bengal,Vegetables,Potato,30-04-2024,-,"1,239.60",Metric Tonnes,"2,043.49","2,077.50","2,111.93",Rs./Quintal
West Bengal,Vegetables,Onion,01-05-2024,-,703.65,Metric Tonnes,"1,951.40","2,053.79","2,162.91",Rs./Quintal
West Bengal,Vegetables,Potato,01-05-2024,-,"1,381.50",Metric Tonnes,"2,052.40","2,085.77","2,119.88",Rs./Quintal
West Bengal,Vegetables,Onion,02-05-2024,-,809.65,Metric Tonnes,"1,849.37","1,939.30","2,022.59",Rs./Quintal
West Bengal,Vegetables,Potato,02-05-2024,-,"1,384.00",Metric Tonnes,"2,038.28","2,066.84","2,097.64",Rs./Quintal
West Bengal,Vegetables,Onion,03-05-2024,-,768.25,Metric Tonnes,"1,900.11","1,991.86","2,083.64",Rs./Quintal
West Bengal,Vegetables,Potato,03-05-2024,-,"1,399.50",Metric Tonnes,"2,056.19","2,084.24","2,116.47",Rs./Quintal
West Bengal,Vegetables,Onion,04-05-2024,-,646.45,Metric Tonnes,"1,897.87","1,981.98","2,068.60",Rs./Quintal
West Bengal,Vegetables,Potato,04-05-2024,-,"1,397.20",Metric Tonnes,"2,071.55","2,103.14","2,134.73",Rs./Quintal
West Bengal,Vegetables,Onion,05-05-2024,-,637.36,Metric Tonnes,"1,903.81","1,986.76","2,093.17",Rs./Quintal
West Bengal,Vegetables,Potato,05-05-2024,-,"1,409.50",Metric Tonnes,"2,057.37","2,089.54","2,122.23",Rs./Quintal
West Bengal,Vegetables,Onion,06-05-2024,-,793.85,Metric Tonnes,"2,016.41","2,113.22","2,202.60",Rs./Quintal
West Bengal,Vegetables,Potato,06-05-2024,-,"1,370.75",Metric Tonnes,"2,066.97","2,099.03","2,130.99",Rs./Quintal
West Bengal,Vegetables,Onion,07-05-2024,-,544.69,Metric Tonnes,"2,076.33","2,172.09","2,261.41",Rs./Quintal
West Bengal,Vegetables,Potato,07-05-2024,-,"1,404.61",Metric Tonnes,"2,014.69","2,043.00","2,073.16",Rs./Quintal
West Bengal,Vegetables,Onion,08-05-2024,-,678.2,Metric Tonnes,"2,016.14","2,100.86","2,186.22",Rs./Quintal
West Bengal,Vegetables,Potato,08-05-2024,-,"1,331.70",Metric Tonnes,"2,052.57","2,081.81","2,113.90",Rs./Quintal
West Bengal,Vegetables,Onion,09-05-2024,-,770.9,Metric Tonnes,"2,089.41","2,176.66","2,265.57",Rs./Quintal
West Bengal,Vegetables,Potato,09-05-2024,-,"1,381.70",Metric Tonnes,"2,087.90","2,119.08","2,152.04",Rs./Quintal
West Bengal,Vegetables,Onion,10-05-2024,-,633.45,Metric Tonnes,"2,094.92","2,177.89","2,253.30",Rs./Quintal
West Bengal,Vegetables,Potato,10-05-2024,-,"1,278.80",Metric Tonnes,"2,130.35","2,163.27","2,195.54",Rs./Quintal
West Bengal,Vegetables,Onion,11-05-2024,-,624.98,Metric Tonnes,"2,031.06","2,127.30","2,224.59",Rs./Quintal
West Bengal,Vegetables,Potato,11-05-2024,-,"1,389.50",Metric Tonnes,"2,106.52","2,137.90","2,169.03",Rs./Quintal
West Bengal,Vegetables,Onion,12-05-2024,-,432.2,Metric Tonnes,"2,101.07","2,176.35","2,277.12",Rs./Quintal
West Bengal,Vegetables,Potato,12-05-2024,-,"1,096.00",Metric Tonnes,"2,141.42","2,176.45","2,207.69",Rs./Quintal
West Bengal,Vegetables,Onion,13-05-2024,-,731.3,Metric Tonnes,"1,929.37","2,068.93","2,174.50",Rs./Quintal
West Bengal,Vegetables,Potato,13-05-2024,-,"1,226.60",Metric Tonnes,"2,199.32","2,232.69","2,265.50",Rs./Quintal
West Bengal,Vegetables,Onion,14-05-2024,-,747.45,Metric Tonnes,"1,982.52","2,099.97","2,199.53",Rs./Quintal
West Bengal,Vegetables,Potato,14-05-2024,-,"1,340.85",Metric Tonnes,"2,173.43","2,210.00","2,247.56",Rs./Quintal
West Bengal,Vegetables,Onion,15-05-2024,-,774.95,Metric Tonnes,"1,977.14","2,091.86","2,199.77",Rs./Quintal
West Bengal,Vegetables,Potato,15-05-2024,-,"1,597.30",Metric Tonnes,"2,160.72","2,192.90","2,223.60",Rs./Quintal
West Bengal,Vegetables,Onion,16-05-2024,-,720.53,Metric Tonnes,"2,005.26","2,121.69","2,217.76",Rs./Quintal
West Bengal,Vegetables,Potato,16-05-2024,-,"1,448.70",Metric Tonnes,"2,170.70","2,205.82","2,239.75",Rs./Quintal
West Bengal,Vegetables,Onion,17-05-2024,-,853.25,Metric Tonnes,"2,162.54","2,269.68","2,417.54",Rs./Quintal
West Bengal,Vegetables,Potato,17-05-2024,-,"1,562.40",Metric Tonnes,"2,148.46","2,179.55","2,232.91",Rs./Quintal
West Bengal,Vegetables,Onion,18-05-2024,-,601.6,Metric Tonnes,"2,022.79","2,110.70","2,202.05",Rs./Quintal
West Bengal,Vegetables,Potato,18-05-2024,-,"1,513.50",Metric Tonnes,"2,150.73","2,181.68","2,213.63",Rs./Quintal
West Bengal,Vegetables,Onion,19-05-2024,-,487.65,Metric Tonnes,"2,055.69","2,136.50","2,250.65",Rs./Quintal
West Bengal,Vegetables,Potato,19-05-2024,-,"1,160.60",Metric Tonnes,"2,189.77","2,225.05","2,276.77",Rs./Quintal
West Bengal,Vegetables,Onion,20-05-2024,-,797.8,Metric Tonnes,"1,990.37","2,081.98","2,170.10",Rs./Quintal
West Bengal,Vegetables,Potato,20-05-2024,-,"1,612.70",Metric Tonnes,"2,120.68","2,166.27","2,214.37",Rs./Quintal
West Bengal,Vegetables,Onion,21-05-2024,-,602.9,Metric Tonnes,"2,041.85","2,123.11","2,202.60",Rs./Quintal
West Bengal,Vegetables,Potato,21-05-2024,-,"1,570.60",Metric Tonnes,"2,122.21","2,158.67","2,194.87",Rs./Quintal
West Bengal,Vegetables,Onion,22-05-2024,-,689.9,Metric Tonnes,"2,014.74","2,103.79","2,218.48",Rs./Quintal
West Bengal,Vegetables,Potato,22-05-2024,-,"1,525.00",Metric Tonnes,"2,140.69","2,176.73","2,209.66",Rs./Quintal
West Bengal,Vegetables,Onion,23-05-2024,-,649.2,Metric Tonnes,"2,017.28","2,103.77","2,178.29",Rs./Quintal
West Bengal,Vegetables,Potato,23-05-2024,-,"1,274.50",Metric Tonnes,"2,150.79","2,187.33","2,223.66",Rs./Quintal
West Bengal,Vegetables,Onion,24-05-2024,-,583.25,Metric Tonnes,"2,031.32","2,119.80","2,194.90",Rs./Quintal
West Bengal,Vegetables,Potato,24-05-2024,-,"1,242.00",Metric Tonnes,"2,170.49","2,204.79","2,240.17",Rs./Quintal
West Bengal,Vegetables,Onion,25-05-2024,-,590.15,Metric Tonnes,"2,021.67","2,108.53","2,195.06",Rs./Quintal
West Bengal,Vegetables,Potato,25-05-2024,-,"1,216.30",Metric Tonnes,"2,172.98","2,206.15","2,245.24",Rs./Quintal
West Bengal,Vegetables,Onion,26-05-2024,-,460.4,Metric Tonnes,"2,073.82","2,152.71","2,230.66",Rs./Quintal
West Bengal,Vegetables,Potato,26-05-2024,-,"1,276.80",Metric Tonnes,"2,151.84","2,185.07","2,222.81",Rs./Quintal
West Bengal,Vegetables,Onion,27-05-2024,-,599.1,Metric Tonnes,"2,168.97","2,241.08","2,323.39",Rs./Quintal
West Bengal,Vegetables,Potato,27-05-2024,-,"1,851.80",Metric Tonnes,"2,095.55","2,131.71","2,166.77",Rs./Quintal
West Bengal,Vegetables,Onion,28-05-2024,-,745.45,Metric Tonnes,"2,094.19","2,188.01","2,290.25",Rs./Quintal
West Bengal,Vegetables,Potato,28-05-2024,-,"1,484.20",Metric Tonnes,"2,150.86","2,186.58","2,222.02",Rs./Quintal
West Bengal,Vegetables,Onion,29-05-2024,-,854.7,Metric Tonnes,"2,129.73","2,216.09","2,299.94",Rs./Quintal
West Bengal,Vegetables,Potato,29-05-2024,-,"1,613.70",Metric Tonnes,"2,160.21","2,203.97","2,253.82",Rs./Quintal
West Bengal,Vegetables,Onion,30-05-2024,-,593.3,Metric Tonnes,"2,143.44","2,237.14","2,332.92",Rs./Quintal
West Bengal,Vegetables,Potato,30-05-2024,-,"1,365.30",Metric Tonnes,"2,105.05","2,145.07","2,184.64",Rs./Quintal
West Bengal,Vegetables,Onion,31-05-2024,-,578.49,Metric Tonnes,"2,133.67","2,223.31","2,319.56",Rs./Quintal
West Bengal,Vegetables,Potato,31-05-2024,-,"1,587.50",Metric Tonnes,"2,105.46","2,143.57","2,185.78",Rs./Quintal
West Bengal,Vegetables,Onion,01-06-2024,-,520.4,Metric Tonnes,"2,195.13","2,266.86","2,344.89",Rs./Quintal
West Bengal,Vegetables,Potato,01-06-2024,-,"1,360.70",Metric Tonnes,"2,130.05","2,165.00","2,204.41",Rs./Quintal
West Bengal,Vegetables,Onion,02-06-2024,-,533.35,Metric Tonnes,"2,204.48","2,273.78","2,357.70",Rs./Quintal
West Bengal,Vegetables,Potato,02-06-2024,-,"1,346.20",Metric Tonnes,"2,141.29","2,175.19","2,213.88",Rs./Quintal
West Bengal,Vegetables,Onion,03-06-2024,-,842.85,Metric Tonnes,"2,337.85","2,431.23","2,527.50",Rs./Quintal
West Bengal,Vegetables,Potato,03-06-2024,-,"1,616.80",Metric Tonnes,"2,152.53","2,191.87","2,231.16",Rs./Quintal
West Bengal,Vegetables,Onion,04-06-2024,-,712,Metric Tonnes,"2,456.08","2,542.20","2,611.68",Rs./Quintal
West Bengal,Vegetables,Potato,04-06-2024,-,"1,319.90",Metric Tonnes,"2,122.04","2,163.29","2,214.90",Rs./Quintal
West Bengal,Vegetables,Onion,05-06-2024,-,742.25,Metric Tonnes,"2,365.11","2,455.83","2,523.35",Rs./Quintal
West Bengal,Vegetables,Potato,05-06-2024,-,"1,600.30",Metric Tonnes,"2,129.79","2,170.56","2,214.14",Rs./Quintal
West Bengal,Vegetables,Onion,06-06-2024,-,745.65,Metric Tonnes,"2,426.55","2,500.56","2,577.99",Rs./Quintal
West Bengal,Vegetables,Potato,06-06-2024,-,"1,775.00",Metric Tonnes,"2,168.03","2,209.37","2,250.89",Rs./Quintal
West Bengal,Vegetables,Onion,07-06-2024,-,747.05,Metric Tonnes,"2,485.18","2,572.66","2,669.64",Rs./Quintal
West Bengal,Vegetables,Potato,07-06-2024,-,"1,419.30",Metric Tonnes,"2,134.55","2,174.70","2,210.51",Rs./Quintal
West Bengal,Vegetables,Onion,08-06-2024,-,710.7,Metric Tonnes,"2,399.55","2,489.75","2,586.22",Rs./Quintal
West Bengal,Vegetables,Potato,08-06-2024,-,"1,612.80",Metric Tonnes,"2,155.73","2,194.06","2,231.84",Rs./Quintal
West Bengal,Vegetables,Onion,09-06-2024,-,579.85,Metric Tonnes,"2,354.91","2,442.47","2,523.09",Rs./Quintal
West Bengal,Vegetables,Potato,09-06-2024,-,"1,568.15",Metric Tonnes,"2,191.87","2,229.62","2,268.01",Rs./Quintal
West Bengal,Vegetables,Onion,10-06-2024,-,834.8,Metric Tonnes,"2,530.49","2,616.64","2,697.67",Rs./Quintal
West Bengal,Vegetables,Potato,10-06-2024,-,"1,747.70",Metric Tonnes,"2,154.50","2,193.90","2,232.74",Rs./Quintal
West Bengal,Vegetables,Onion,11-06-2024,-,728.45,Metric Tonnes,"2,550.60","2,653.19","2,751.79",Rs./Quintal
West Bengal,Vegetables,Potato,11-06-2024,-,"1,648.40",Metric Tonnes,"2,167.26","2,204.24","2,242.28",Rs./Quintal
West Bengal,Vegetables,Onion,12-06-2024,-,638.45,Metric Tonnes,"2,564.55","2,666.63","2,767.62",Rs./Quintal
West Bengal,Vegetables,Potato,12-06-2024,-,"1,524.50",Metric Tonnes,"2,172.92","2,211.43","2,250.52",Rs./Quintal
West Bengal,Vegetables,Onion,13-06-2024,-,653.95,Metric Tonnes,"2,655.22","2,762.67","2,865.83",Rs./Quintal
West Bengal,Vegetables,Potato,13-06-2024,-,"1,634.80",Metric Tonnes,"2,163.76","2,202.53","2,241.43",Rs./Quintal
West Bengal,Vegetables,Onion,14-06-2024,-,740.75,Metric Tonnes,"2,661.12","2,762.20","2,849.85",Rs./Quintal
West Bengal,Vegetables,Potato,14-06-2024,-,"1,578.40",Metric Tonnes,"2,177.01","2,215.27","2,254.35",Rs./Quintal
West Bengal,Vegetables,Onion,15-06-2024,-,543.05,Metric Tonnes,"2,714.05","2,814.81","2,909.47",Rs./Quintal
West Bengal,Vegetables,Potato,15-06-2024,-,"1,283.50",Metric Tonnes,"2,201.94","2,239.08","2,276.62",Rs./Quintal
West Bengal,Vegetables,Onion,16-06-2024,-,433.45,Metric Tonnes,"2,609.19","2,687.22","2,791.42",Rs./Quintal
West Bengal,Vegetables,Potato,16-06-2024,-,"1,081.90",Metric Tonnes,"2,205.70","2,244.54","2,283.20",Rs./Quintal
West Bengal,Vegetables,Onion,17-06-2024,-,417.35,Metric Tonnes,"2,713.75","2,831.38","2,932.70",Rs./Quintal
West Bengal,Vegetables,Potato,17-06-2024,-,"1,027.00",Metric Tonnes,"2,214.90","2,256.75","2,298.91",Rs./Quintal
West Bengal,Vegetables,Onion,18-06-2024,-,726.9,Metric Tonnes,"2,750.91","2,855.61","2,958.23",Rs./Quintal
West Bengal,Vegetables,Potato,18-06-2024,-,"1,510.70",Metric Tonnes,"2,268.94","2,308.98","2,351.69",Rs./Quintal
West Bengal,Vegetables,Onion,19-06-2024,-,667.4,Metric Tonnes,"2,763.46","2,864.61","2,967.66",Rs./Quintal
West Bengal,Vegetables,Potato,19-06-2024,-,"1,511.40",Metric Tonnes,"2,308.87","2,355.45","2,401.41",Rs./Quintal
West Bengal,Vegetables,Onion,20-06-2024,-,674.45,Metric Tonnes,"2,896.08","3,002.83","3,099.97",Rs./Quintal
West Bengal,Vegetables,Potato,20-06-2024,-,"1,414.50",Metric Tonnes,"2,337.91","2,383.35","2,422.61",Rs./Quintal
West Bengal,Vegetables,Onion,21-06-2024,-,615.8,Metric Tonnes,"2,950.62","3,055.81","3,153.82",Rs./Quintal
West Bengal,Vegetables,Potato,21-06-2024,-,"1,334.80",Metric Tonnes,"2,379.07","2,416.04","2,448.98",Rs./Quintal
West Bengal,Vegetables,Onion,22-06-2024,-,541.65,Metric Tonnes,"2,827.04","2,931.82","3,036.32",Rs./Quintal
West Bengal,Vegetables,Potato,22-06-2024,-,"1,471.10",Metric Tonnes,"2,425.72","2,461.89","2,497.16",Rs./Quintal
West Bengal,Vegetables,Onion,23-06-2024,-,541.8,Metric Tonnes,"2,854.99","2,958.66","3,075.10",Rs./Quintal
West Bengal,Vegetables,Potato,23-06-2024,-,"1,419.40",Metric Tonnes,"2,434.15","2,474.69","2,511.77",Rs./Quintal
West Bengal,Vegetables,Onion,24-06-2024,-,673.65,Metric Tonnes,"3,112.95","3,223.84","3,310.58",Rs./Quintal
West Bengal,Vegetables,Potato,24-06-2024,-,"1,344.10",Metric Tonnes,"2,452.24","2,492.13","2,529.73",Rs./Quintal
West Bengal,Vegetables,Onion,25-06-2024,-,763,Metric Tonnes,"3,112.44","3,212.08","3,304.14",Rs./Quintal
West Bengal,Vegetables,Potato,25-06-2024,-,"1,558.92",Metric Tonnes,"2,484.34","2,523.74","2,567.63",Rs./Quintal
West Bengal,Vegetables,Onion,26-06-2024,-,640.7,Metric Tonnes,"3,023.48","3,131.76","3,217.46",Rs./Quintal
West Bengal,Vegetables,Potato,26-06-2024,-,"1,657.10",Metric Tonnes,"2,490.82","2,527.69","2,566.69",Rs./Quintal
West Bengal,Vegetables,Onion,27-06-2024,-,644.88,Metric Tonnes,"3,130.51","3,243.02","3,356.13",Rs./Quintal
West Bengal,Vegetables,Potato,27-06-2024,-,"1,455.65",Metric Tonnes,"2,491.13","2,529.57","2,566.31",Rs./Quintal
West Bengal,Vegetables,Onion,28-06-2024,-,465.35,Metric Tonnes,"3,105.16","3,191.65","3,281.87",Rs./Quintal
West Bengal,Vegetables,Potato,28-06-2024,-,"1,293.70",Metric Tonnes,"2,486.32","2,525.62","2,563.85",Rs./Quintal
West Bengal,Vegetables,Onion,29-06-2024,-,509.75,Metric Tonnes,"2,980.84","3,090.97","3,178.60",Rs./Quintal
West Bengal,Vegetables,Potato,29-06-2024,-,"1,460.80",Metric Tonnes,"2,495.60","2,535.15","2,574.16",Rs./Quintal
West Bengal,Vegetables,Onion,30-06-2024,-,393.55,Metric Tonnes,"3,048.69","3,145.01","3,248.68",Rs./Quintal
West Bengal,Vegetables,Potato,30-06-2024,-,"1,133.00",Metric Tonnes,"2,478.31","2,516.80","2,555.58",Rs./Quintal
West Bengal,Vegetables,Onion,01-07-2024,-,752.9,Metric Tonnes,"3,215.57","3,320.53","3,404.00",Rs./Quintal
West Bengal,Vegetables,Potato,01-07-2024,-,"1,659.70",Metric Tonnes,"2,465.77","2,508.26","2,554.19",Rs./Quintal
West Bengal,Vegetables,Onion,02-07-2024,-,588.3,Metric Tonnes,"3,142.34","3,240.87","3,342.96",Rs./Quintal
West Bengal,Vegetables,Potato,02-07-2024,-,"1,575.35",Metric Tonnes,"2,496.58","2,535.10","2,275.48",Rs./Quintal
West Bengal,Vegetables,Onion,03-07-2024,-,684.05,Metric Tonnes,"3,308.72","3,403.60","3,491.92",Rs./Quintal
West Bengal,Vegetables,Potato,03-07-2024,-,"1,507.90",Metric Tonnes,"2,522.63","2,558.41","2,587.01",Rs./Quintal
West Bengal,Vegetables,Onion,04-07-2024,-,676.6,Metric Tonnes,"3,342.79","3,443.39","3,531.37",Rs./Quintal
West Bengal,Vegetables,Potato,04-07-2024,-,"1,708.50",Metric Tonnes,"2,516.89","2,553.14","2,584.97",Rs./Quintal
West Bengal,Vegetables,Onion,05-07-2024,-,725.9,Metric Tonnes,"3,439.57","3,547.90","3,639.92",Rs./Quintal
West Bengal,Vegetables,Potato,05-07-2024,-,"1,618.10",Metric Tonnes,"2,525.32","2,565.47","2,607.94",Rs./Quintal
West Bengal,Vegetables,Onion,06-07-2024,-,544.3,Metric Tonnes,"3,321.16","3,421.98","3,519.65",Rs./Quintal
West Bengal,Vegetables,Potato,06-07-2024,-,"1,573.60",Metric Tonnes,"2,537.86","2,576.13","2,614.90",Rs./Quintal
West Bengal,Vegetables,Onion,07-07-2024,-,390,Metric Tonnes,"3,343.34","3,445.27","3,567.39",Rs./Quintal
West Bengal,Vegetables,Potato,07-07-2024,-,"1,199.90",Metric Tonnes,"2,551.23","2,587.29","2,626.83",Rs./Quintal
West Bengal,Vegetables,Onion,08-07-2024,-,776.55,Metric Tonnes,"3,482.47","3,577.55","3,676.85",Rs./Quintal
West Bengal,Vegetables,Potato,08-07-2024,-,"1,676.10",Metric Tonnes,"2,558.87","2,600.03","2,639.15",Rs./Quintal
West Bengal,Vegetables,Onion,09-07-2024,-,663.7,Metric Tonnes,"3,528.61","3,624.34","3,725.10",Rs./Quintal
West Bengal,Vegetables,Potato,09-07-2024,-,"1,545.70",Metric Tonnes,"2,558.76","2,594.80","2,629.38",Rs./Quintal
West Bengal,Vegetables,Onion,10-07-2024,-,633.45,Metric Tonnes,"3,437.97","3,555.75","3,660.44",Rs./Quintal
West Bengal,Vegetables,Potato,10-07-2024,-,"1,372.70",Metric Tonnes,"2,545.28","2,582.09","2,613.97",Rs./Quintal
West Bengal,Vegetables,Onion,11-07-2024,-,692.6,Metric Tonnes,"3,507.27","3,613.39","3,711.93",Rs./Quintal
West Bengal,Vegetables,Potato,11-07-2024,-,"1,588.00",Metric Tonnes,"2,515.62","2,551.01","2,586.91",Rs./Quintal
West Bengal,Vegetables,Onion,12-07-2024,-,624.65,Metric Tonnes,"3,443.73","3,540.43","3,657.46",Rs./Quintal
West Bengal,Vegetables,Potato,12-07-2024,-,"1,610.90",Metric Tonnes,"2,508.39","2,544.65","2,575.13",Rs./Quintal
West Bengal,Vegetables,Onion,13-07-2024,-,485.55,Metric Tonnes,"3,449.48","3,546.62","3,650.18",Rs./Quintal
West Bengal,Vegetables,Potato,13-07-2024,-,"1,619.70",Metric Tonnes,"2,527.63","2,557.85","2,586.40",Rs./Quintal
West Bengal,Vegetables,Onion,14-07-2024,-,418.9,Metric Tonnes,"3,380.57","3,473.94","3,555.05",Rs./Quintal
West Bengal,Vegetables,Potato,14-07-2024,-,"1,479.70",Metric Tonnes,"2,519.12","2,548.20","2,577.15",Rs./Quintal
West Bengal,Vegetables,Onion,15-07-2024,-,722.1,Metric Tonnes,"3,385.27","3,494.18","3,592.13",Rs./Quintal
West Bengal,Vegetables,Potato,15-07-2024,-,"1,844.45",Metric Tonnes,"2,521.09","2,551.86","2,580.53",Rs./Quintal
West Bengal,Vegetables,Onion,16-07-2024,-,670.5,Metric Tonnes,"3,299.17","3,412.17","3,522.28",Rs./Quintal
West Bengal,Vegetables,Potato,16-07-2024,-,"1,975.40",Metric Tonnes,"2,491.42","2,524.59","2,552.72",Rs./Quintal
West Bengal,Vegetables,Onion,17-07-2024,-,600.93,Metric Tonnes,"3,314.12","3,417.81","3,509.19",Rs./Quintal
West Bengal,Vegetables,Potato,17-07-2024,-,"1,770.90",Metric Tonnes,"2,508.48","2,543.86","2,575.95",Rs./Quintal
West Bengal,Vegetables,Onion,18-07-2024,-,582.7,Metric Tonnes,"3,309.93","3,406.99","3,491.35",Rs./Quintal
West Bengal,Vegetables,Potato,18-07-2024,-,"1,997.25",Metric Tonnes,"2,483.71","2,516.21","2,547.66",Rs./Quintal
West Bengal,Vegetables,Onion,19-07-2024,-,727.96,Metric Tonnes,"3,228.75","3,350.72","3,454.06",Rs./Quintal
West Bengal,Vegetables,Potato,19-07-2024,-,"2,048.82",Metric Tonnes,"2,472.81","2,511.65","2,549.11",Rs./Quintal
West Bengal,Vegetables,Onion,20-07-2024,-,595.52,Metric Tonnes,"3,194.72","3,298.01","3,402.23",Rs./Quintal
West Bengal,Vegetables,Potato,20-07-2024,-,"2,063.18",Metric Tonnes,"2,464.81","2,505.36","2,541.91",Rs./Quintal
West Bengal,Vegetables,Onion,21-07-2024,-,534.98,Metric Tonnes,"3,164.79","3,285.86","3,389.11",Rs./Quintal
West Bengal,Vegetables,Potato,21-07-2024,-,"1,832.29",Metric Tonnes,"2,462.49","2,503.54","2,539.12",Rs./Quintal
West Bengal,Vegetables,Onion,22-07-2024,-,634.2,Metric Tonnes,"3,320.47","3,433.36","3,528.25",Rs./Quintal
West Bengal,Vegetables,Potato,22-07-2024,-,"1,774.55",Metric Tonnes,"2,513.41","2,546.41","2,580.05",Rs./Quintal
West Bengal,Vegetables,Onion,23-07-2024,-,681,Metric Tonnes,"3,332.80","3,433.83","3,525.24",Rs./Quintal
West Bengal,Vegetables,Potato,23-07-2024,-,"1,676.34",Metric Tonnes,"2,590.59","2,632.80","2,672.67",Rs./Quintal
West Bengal,Vegetables,Onion,24-07-2024,-,658.9,Metric Tonnes,"3,392.72","3,503.11","3,601.23",Rs./Quintal
West Bengal,Vegetables,Potato,24-07-2024,-,"1,005.00",Metric Tonnes,"2,726.75","2,778.50","2,828.55",Rs./Quintal
West Bengal,Vegetables,Onion,25-07-2024,-,645.63,Metric Tonnes,"3,358.67","3,451.68","3,546.92",Rs./Quintal
West Bengal,Vegetables,Potato,25-07-2024,-,"1,589.15",Metric Tonnes,"2,581.15","2,630.07","2,657.54",Rs./Quintal
West Bengal,Vegetables,Onion,26-07-2024,-,594.65,Metric Tonnes,"3,323.74","3,432.05","3,534.05",Rs./Quintal
West Bengal,Vegetables,Potato,26-07-2024,-,"1,771.80",Metric Tonnes,"2,547.32","2,591.15","2,618.91",Rs./Quintal
West Bengal,Vegetables,Onion,27-07-2024,-,641.34,Metric Tonnes,"3,270.60","3,376.13","3,479.14",Rs./Quintal
West Bengal,Vegetables,Potato,27-07-2024,-,"1,945.70",Metric Tonnes,"2,544.64","2,584.53","2,618.37",Rs./Quintal
West Bengal,Vegetables,Onion,28-07-2024,-,640.05,Metric Tonnes,"3,273.97","3,371.93","3,472.05",Rs./Quintal
West Bengal,Vegetables,Potato,28-07-2024,-,"1,923.50",Metric Tonnes,"2,529.42","2,566.96","2,605.52",Rs./Quintal
West Bengal,Vegetables,Onion,29-07-2024,-,876.05,Metric Tonnes,"3,337.56","3,453.88","3,551.18",Rs./Quintal
West Bengal,Vegetables,Potato,29-07-2024,-,"2,095.90",Metric Tonnes,"2,497.70","2,540.67","2,574.34",Rs./Quintal
West Bengal,Vegetables,Onion,30-07-2024,-,689.2,Metric Tonnes,"3,318.09","3,434.37","3,544.04",Rs./Quintal
West Bengal,Vegetables,Potato,30-07-2024,-,"2,450.65",Metric Tonnes,"2,492.11","2,538.09","2,571.50",Rs./Quintal
West Bengal,Vegetables,Onion,31-07-2024,-,745.8,Metric Tonnes,"3,364.65","3,469.16","3,567.75",Rs./Quintal
West Bengal,Vegetables,Potato,31-07-2024,-,"2,323.85",Metric Tonnes,"2,456.44","2,495.34","2,529.69",Rs./Quintal
West Bengal,Vegetables,Onion,01-08-2024,-,769.2,Metric Tonnes,"3,322.69","3,430.70","3,520.75",Rs./Quintal
West Bengal,Vegetables,Potato,01-08-2024,-,"2,525.70",Metric Tonnes,"2,405.17","2,445.81","2,486.33",Rs./Quintal
West Bengal,Vegetables,Onion,02-08-2024,-,697.94,Metric Tonnes,"3,333.24","3,419.68","3,510.28",Rs./Quintal
West Bengal,Vegetables,Potato,02-08-2024,-,"2,425.40",Metric Tonnes,"2,402.38","2,443.57","2,483.26",Rs./Quintal
West Bengal,Vegetables,Onion,03-08-2024,-,583.35,Metric Tonnes,"3,281.43","3,354.91","3,433.99",Rs./Quintal
West Bengal,Vegetables,Potato,03-08-2024,-,"2,042.50",Metric Tonnes,"2,376.17","2,418.44","2,459.40",Rs./Quintal
West Bengal,Vegetables,Onion,04-08-2024,-,583.9,Metric Tonnes,"3,279.71","3,361.60","3,450.92",Rs./Quintal
West Bengal,Vegetables,Potato,04-08-2024,-,"2,055.60",Metric Tonnes,"2,370.45","2,411.98","2,452.45",Rs./Quintal
West Bengal,Vegetables,Onion,05-08-2024,-,657.6,Metric Tonnes,"3,310.19","3,404.75","3,495.48",Rs./Quintal
West Bengal,Vegetables,Potato,05-08-2024,-,"2,396.10",Metric Tonnes,"2,382.98","2,419.01","2,455.73",Rs./Quintal
West Bengal,Vegetables,Onion,06-08-2024,-,682.8,Metric Tonnes,"3,319.66","3,412.35","3,512.65",Rs./Quintal
West Bengal,Vegetables,Potato,06-08-2024,-,"2,376.50",Metric Tonnes,"2,403.85","2,440.05","2,474.61",Rs./Quintal
West Bengal,Vegetables,Onion,07-08-2024,-,675.95,Metric Tonnes,"3,369.76","3,455.27","3,548.24",Rs./Quintal
West Bengal,Vegetables,Potato,07-08-2024,-,"2,371.39",Metric Tonnes,"2,393.65","2,431.18","2,470.22",Rs./Quintal
West Bengal,Vegetables,Onion,08-08-2024,-,708.3,Metric Tonnes,"3,449.12","3,546.35","3,641.72",Rs./Quintal
West Bengal,Vegetables,Potato,08-08-2024,-,"2,282.40",Metric Tonnes,"2,374.59","2,416.75","2,452.22",Rs./Quintal
West Bengal,Vegetables,Onion,09-08-2024,-,758.25,Metric Tonnes,"3,462.15","3,559.36","3,652.90",Rs./Quintal
West Bengal,Vegetables,Potato,09-08-2024,-,"2,399.02",Metric Tonnes,"2,352.34","2,396.20","2,435.06",Rs./Quintal
West Bengal,Vegetables,Onion,10-08-2024,-,681.8,Metric Tonnes,"3,458.97","3,552.40","3,637.28",Rs./Quintal
West Bengal,Vegetables,Potato,10-08-2024,-,"2,290.90",Metric Tonnes,"2,363.94","2,401.90","2,435.11",Rs./Quintal
