All Type of Report (All Grades) for 01-Apr-2024 to 31-Mar-2026,,,,,,,,,,
State,Commodity Group,Commodity,Date,MSP,Arrival Quantity 01-04-2024 to 31-03-2026,Arrival Unit,Min Price 01-04-2024 to 31-03-2026,Modal Price,Max Price 01-04-2024 to 31-03-2026,Price Unit
Maharashtra,Vegetables,Potato,09-01-2025,-,"2,670.40",Metric Tonnes,"1,281.23","1,708.74","2,092.60",Rs./Quintal
Maharashtra,Vegetables,Onion,10-01-2025,-,"38,510.02",Metric Tonnes,646.4,"1,797.12","2,652.74",Rs./Quintal
Maharashtra,Vegetables,Potato,10-01-2025,-,"2,702.70",Metric Tonnes,"1,315.70","1,696.71","2,115.66",Rs./Quintal
Maharashtra,Vegetables,Onion,11-01-2025,-,"21,984.55",Metric Tonnes,594.12,"1,636.91","2,628.41",Rs./Quintal
Maharashtra,Vegetables,Potato,11-01-2025,-,"2,312.70",Metric Tonnes,"1,268.17","1,679.73","2,060.35",Rs./Quintal
Maharashtra,Vegetables,Onion,12-01-2025,-,"7,949.00",Metric Tonnes,921.2,"1,802.65","2,521.91",Rs./Quintal
Maharashtra,Vegetables,Potato,12-01-2025,-,"1,632.30",Metric Tonnes,"1,346.54","1,736.42","2,103.52",Rs./Quintal
Maharashtra,Vegetables,Onion,13-01-2025,-,"21,945.87",Metric Tonnes,671.83,"1,775.40","2,378.29",Rs./Quintal
Maharashtra,Vegetables,Potato,13-01-2025,-,"2,601.70",Metric Tonnes,"1,353.37","1,757.00","2,124.89",Rs./Quintal
Maharashtra,Vegetables,Onion,14-01-2025,-,"10,589.20",Metric Tonnes,826.66,"1,926.19","2,554.47",Rs./Quintal
Maharashtra,Vegetables,Potato,14-01-2025,-,"1,749.60",Metric Tonnes,"1,392.82","1,809.92","2,209.75",Rs./Quintal
Maharashtra,Vegetables,Onion,15-01-2025,-,"9,318.70",Metric Tonnes,814.17,"1,924.92","2,778.78",Rs./Quintal
Maharashtra,Vegetables,Potato,15-01-2025,-,"2,984.40",Metric Tonnes,"1,378.81","1,798.14","2,171.69",Rs./Quintal
Maharashtra,Vegetables,Onion,16-01-2025,-,"24,488.60",Metric Tonnes,631.06,"1,822.13","2,507.93",Rs./Quintal
Maharashtra,Vegetables,Potato,16-01-2025,-,"2,428.70",Metric Tonnes,"1,379.86","1,778.77","2,120.18",Rs./Quintal
Maharashtra,Vegetables,Onion,17-01-2025,-,"27,344.12",Metric Tonnes,687.52,"1,931.51","2,639.36",Rs./Quintal
Maharashtra,Vegetables,Potato,17-01-2025,-,"2,741.10",Metric Tonnes,"1,310.93","1,713.22","2,087.73",Rs./Quintal
Maharashtra,Vegetables,Onion,18-01-2025,-,"24,306.39",Metric Tonnes,741.21,"2,031.07","2,826.30",Rs./Quintal
Maharashtra,Vegetables,Potato,18-01-2025,-,"2,788.30",Metric Tonnes,"1,173.35","1,601.76","2,003.59",Rs./Quintal
Maharashtra,Vegetables,Onion,19-01-2025,-,"8,360.20",Metric Tonnes,865.59,"2,269.88","3,145.73",Rs./Quintal
Maharashtra,Vegetables,Potato,19-01-2025,-,"1,618.20",Metric Tonnes,"1,285.75","1,739.51","2,126.85",Rs./Quintal
Maharashtra,Vegetables,Onion,20-01-2025,-,"28,266.30",Metric Tonnes,783.61,"2,186.14","2,982.82",Rs./Quintal
Maharashtra,Vegetables,Potato,20-01-2025,-,"3,098.80",Metric Tonnes,"1,290.22","1,713.10","2,093.87",Rs./Quintal
Maharashtra,Vegetables,Onion,21-01-2025,-,"24,906.11",Metric Tonnes,804.07,"2,162.00","2,996.33",Rs./Quintal
Maharashtra,Vegetables,Potato,21-01-2025,-,"2,591.50",Metric Tonnes,"1,328.29","1,717.42","2,072.65",Rs./Quintal
Maharashtra,Vegetables,Onion,22-01-2025,-,"30,555.27",Metric Tonnes,732.66,"2,142.25","2,963.28",Rs./Quintal
Maharashtra,Vegetables,Potato,22-01-2025,-,"2,699.00",Metric Tonnes,"1,254.05","1,639.10","2,000.01",Rs./Quintal
Maharashtra,Vegetables,Onion,23-01-2025,-,"29,327.43",Metric Tonnes,744.91,"2,195.18","2,987.96",Rs./Quintal
Maharashtra,Vegetables,Potato,23-01-2025,-,"3,199.30",Metric Tonnes,"1,128.17","1,548.37","1,944.42",Rs./Quintal
Maharashtra,Vegetables,Onion,24-01-2025,-,"26,710.02",Metric Tonnes,794.87,"2,179.96","3,061.51",Rs./Quintal
Maharashtra,Vegetables,Potato,24-01-2025,-,"3,134.50",Metric Tonnes,"1,122.16","1,518.37","1,910.19",Rs./Quintal
Maharashtra,Vegetables,Onion,25-01-2025,-,"21,273.35",Metric Tonnes,716.15,"2,230.04","3,086.96",Rs./Quintal
Maharashtra,Vegetables,Potato,25-01-2025,-,"2,586.40",Metric Tonnes,"1,126.15","1,512.17","1,888.34",Rs./Quintal
Maharashtra,Vegetables,Onion,26-01-2025,-,"5,528.72",Metric Tonnes,604.88,"1,973.81","3,059.96",Rs./Quintal
Maharashtra,Vegetables,Potato,26-01-2025,-,183.3,Metric Tonnes,"1,255.32","1,614.65","1,948.88",Rs./Quintal
Maharashtra,Vegetables,Onion,27-01-2025,-,"29,553.49",Metric Tonnes,736.46,"2,066.00","3,783.52",Rs./Quintal
Maharashtra,Vegetables,Potato,27-01-2025,-,"2,924.10",Metric Tonnes,"1,193.27","1,595.68","2,001.67",Rs./Quintal
Maharashtra,Vegetables,Onion,28-01-2025,-,"24,085.78",Metric Tonnes,816.94,"2,051.97","2,817.60",Rs./Quintal
Maharashtra,Vegetables,Potato,28-01-2025,-,"2,344.90",Metric Tonnes,"1,141.85","1,552.86","1,939.76",Rs./Quintal
Maharashtra,Vegetables,Onion,29-01-2025,-,"24,930.60",Metric Tonnes,720.46,"1,962.90","2,744.69",Rs./Quintal
Maharashtra,Vegetables,Potato,29-01-2025,-,"2,939.40",Metric Tonnes,"1,093.47","1,524.00","1,922.86",Rs./Quintal
Maharashtra,Vegetables,Onion,30-01-2025,-,"29,846.10",Metric Tonnes,720.93,"1,944.62","2,672.33",Rs./Quintal
Maharashtra,Vegetables,Potato,30-01-2025,-,"3,351.30",Metric Tonnes,"1,177.72","1,526.25","1,844.82",Rs./Quintal
Maharashtra,Vegetables,Onion,31-01-2025,-,"25,717.84",Metric Tonnes,729.21,"1,952.82","2,638.78",Rs./Quintal
Maharashtra,Vegetables,Potato,31-01-2025,-,"2,413.80",Metric Tonnes,"1,248.07","1,601.78","1,955.80",Rs./Quintal
Maharashtra,Vegetables,Onion,01-02-2025,-,"46,302.69",Metric Tonnes,702.73,"1,905.39","2,634.68",Rs./Quintal
Maharashtra,Vegetables,Potato,01-02-2025,-,"5,267.90",Metric Tonnes,"1,132.14","1,550.13","1,925.51",Rs./Quintal
Maharashtra,Vegetables,Onion,02-02-2025,-,"11,422.91",Metric Tonnes,"1,017.42","2,050.48","2,757.72",Rs./Quintal
Maharashtra,Vegetables,Potato,02-02-2025,-,"2,152.10",Metric Tonnes,"1,133.29","1,544.12","1,924.55",Rs./Quintal
Maharashtra,Vegetables,Onion,03-02-2025,-,"58,442.89",Metric Tonnes,822.21,"1,954.97","2,618.31",Rs./Quintal
Maharashtra,Vegetables,Potato,03-02-2025,-,"8,027.60",Metric Tonnes,"1,154.29","1,508.79","1,886.49",Rs./Quintal
Maharashtra,Vegetables,Onion,04-02-2025,-,"19,923.43",Metric Tonnes,783.81,"1,996.27","2,717.19",Rs./Quintal
Maharashtra,Vegetables,Potato,04-02-2025,-,"2,264.50",Metric Tonnes,"1,165.94","1,560.72","1,919.19",Rs./Quintal
Maharashtra,Vegetables,Onion,05-02-2025,-,"19,167.41",Metric Tonnes,802.6,"2,088.43","2,766.02",Rs./Quintal
Maharashtra,Vegetables,Potato,05-02-2025,-,"2,127.40",Metric Tonnes,"1,178.82","1,553.00","1,893.14",Rs./Quintal
Maharashtra,Vegetables,Onion,06-02-2025,-,"23,703.10",Metric Tonnes,729.82,"2,041.77","2,815.16",Rs./Quintal
Maharashtra,Vegetables,Potato,06-02-2025,-,"2,371.80",Metric Tonnes,"1,129.67","1,524.34","1,846.81",Rs./Quintal
Maharashtra,Vegetables,Onion,07-02-2025,-,"19,281.02",Metric Tonnes,759.39,"2,098.44","2,931.27",Rs./Quintal
Maharashtra,Vegetables,Potato,07-02-2025,-,"2,207.00",Metric Tonnes,"1,194.02","1,545.19","1,896.05",Rs./Quintal
Maharashtra,Vegetables,Onion,08-02-2025,-,"13,228.78",Metric Tonnes,803.27,"2,207.16","2,987.34",Rs./Quintal
Maharashtra,Vegetables,Potato,08-02-2025,-,856.3,Metric Tonnes,"1,052.88","1,488.44","1,841.66",Rs./Quintal
Maharashtra,Vegetables,Onion,09-02-2025,-,"1,437.63",Metric Tonnes,965.18,"2,068.19","3,124.63",Rs./Quintal
Maharashtra,Vegetables,Potato,09-02-2025,-,944.2,Metric Tonnes,"1,336.28","1,640.26","1,935.85",Rs./Quintal
Maharashtra,Vegetables,Onion,10-02-2025,-,271.34,Metric Tonnes,467.54,"2,302.62","3,200.00",Rs./Quintal
Maharashtra,Vegetables,Potato,10-02-2025,-,8.2,Metric Tonnes,"1,200.00","1,500.00","1,800.00",Rs./Quintal
Maharashtra,Vegetables,Onion,11-02-2025,-,675.93,Metric Tonnes,708.73,"2,269.16","2,888.98",Rs./Quintal
Maharashtra,Vegetables,Onion,12-02-2025,-,"10,680.40",Metric Tonnes,830.72,"2,450.64","3,083.04",Rs./Quintal
Maharashtra,Vegetables,Potato,12-02-2025,-,42.1,Metric Tonnes,"1,196.20","1,512.47","1,788.84",Rs./Quintal
Maharashtra,Vegetables,Onion,13-02-2025,-,"20,832.30",Metric Tonnes,"1,027.16","2,534.53","3,393.23",Rs./Quintal
Maharashtra,Vegetables,Potato,13-02-2025,-,"1,890.20",Metric Tonnes,"1,179.70","1,562.86","1,920.70",Rs./Quintal
Maharashtra,Vegetables,Onion,14-02-2025,-,"19,427.46",Metric Tonnes,988.86,"2,624.71","3,547.88",Rs./Quintal
Maharashtra,Vegetables,Potato,14-02-2025,-,"2,581.10",Metric Tonnes,"1,144.87","1,504.88","1,861.32",Rs./Quintal
Maharashtra,Vegetables,Onion,15-02-2025,-,"15,008.56",Metric Tonnes,"1,049.31","2,563.69","3,553.26",Rs./Quintal
Maharashtra,Vegetables,Potato,15-02-2025,-,"2,264.30",Metric Tonnes,"1,094.61","1,481.80","1,831.06",Rs./Quintal
Maharashtra,Vegetables,Onion,16-02-2025,-,"7,491.09",Metric Tonnes,"1,349.90","2,594.83","3,525.01",Rs./Quintal
Maharashtra,Vegetables,Potato,16-02-2025,-,"1,185.00",Metric Tonnes,"1,130.15","1,501.61","1,899.09",Rs./Quintal
Maharashtra,Vegetables,Onion,17-02-2025,-,"24,157.55",Metric Tonnes,"1,035.12","2,452.74","3,257.11",Rs./Quintal
Maharashtra,Vegetables,Potato,17-02-2025,-,"2,637.70",Metric Tonnes,"1,128.75","1,512.27","1,835.39",Rs./Quintal
Maharashtra,Vegetables,Onion,18-02-2025,-,"23,043.70",Metric Tonnes,"1,033.34","2,391.98","3,212.83",Rs./Quintal
Maharashtra,Vegetables,Potato,18-02-2025,-,"2,338.20",Metric Tonnes,"1,140.04","1,496.04","1,847.19",Rs./Quintal
Maharashtra,Vegetables,Onion,19-02-2025,-,"11,930.49",Metric Tonnes,907.13,"2,157.58","2,906.55",Rs./Quintal
Maharashtra,Vegetables,Potato,19-02-2025,-,"1,016.00",Metric Tonnes,"1,142.21","1,469.50","1,870.55",Rs./Quintal
Maharashtra,Vegetables,Onion,20-02-2025,-,"36,560.99",Metric Tonnes,813.56,"2,001.75","2,724.69",Rs./Quintal
Maharashtra,Vegetables,Potato,20-02-2025,-,"3,004.10",Metric Tonnes,"1,043.43","1,403.50","1,761.32",Rs./Quintal
Maharashtra,Vegetables,Onion,21-02-2025,-,"24,652.66",Metric Tonnes,774.85,"2,034.87","2,772.87",Rs./Quintal
Maharashtra,Vegetables,Potato,21-02-2025,-,"2,364.30",Metric Tonnes,983.32,"1,409.32","1,828.31",Rs./Quintal
Maharashtra,Vegetables,Onion,22-02-2025,-,"18,712.20",Metric Tonnes,843.85,"2,033.71","2,803.55",Rs./Quintal
Maharashtra,Vegetables,Potato,22-02-2025,-,"2,570.10",Metric Tonnes,973.17,"1,352.17","1,750.36",Rs./Quintal
Maharashtra,Vegetables,Onion,23-02-2025,-,"9,783.85",Metric Tonnes,"1,125.12","2,008.57","2,605.40",Rs./Quintal
Maharashtra,Vegetables,Potato,23-02-2025,-,"1,286.10",Metric Tonnes,"1,117.14","1,427.25","1,766.50",Rs./Quintal
Maharashtra,Vegetables,Onion,24-02-2025,-,"26,525.97",Metric Tonnes,870.91,"2,084.99","2,683.93",Rs./Quintal
Maharashtra,Vegetables,Potato,24-02-2025,-,"3,452.70",Metric Tonnes,"1,024.47","1,440.62","1,801.55",Rs./Quintal
Maharashtra,Vegetables,Onion,25-02-2025,-,"21,082.70",Metric Tonnes,795.53,"2,055.44","2,678.65",Rs./Quintal
Maharashtra,Vegetables,Potato,25-02-2025,-,"2,915.80",Metric Tonnes,997.58,"1,395.96","1,819.00",Rs./Quintal
Maharashtra,Vegetables,Onion,26-02-2025,-,"6,506.40",Metric Tonnes,923.06,"1,996.83","2,666.15",Rs./Quintal
Maharashtra,Vegetables,Potato,26-02-2025,-,"1,139.70",Metric Tonnes,"1,017.02","1,435.57","1,854.27",Rs./Quintal
Maharashtra,Vegetables,Onion,27-02-2025,-,"23,632.30",Metric Tonnes,815.08,"1,995.48","2,685.85",Rs./Quintal
Maharashtra,Vegetables,Potato,27-02-2025,-,"3,090.00",Metric Tonnes,983.83,"1,413.24","1,812.56",Rs./Quintal
Maharashtra,Vegetables,Onion,28-02-2025,-,"23,325.98",Metric Tonnes,785.68,"2,022.90","2,671.09",Rs./Quintal
Maharashtra,Vegetables,Potato,28-02-2025,-,"2,203.80",Metric Tonnes,"1,064.63","1,459.21","1,849.46",Rs./Quintal
Maharashtra,Vegetables,Onion,01-03-2025,-,"19,636.21",Metric Tonnes,886.57,"1,982.17","2,651.01",Rs./Quintal
Maharashtra,Vegetables,Potato,01-03-2025,-,"2,453.00",Metric Tonnes,"1,016.97","1,416.70","1,811.86",Rs./Quintal
Maharashtra,Vegetables,Onion,02-03-2025,-,"7,254.83",Metric Tonnes,902.52,"2,082.27","2,667.06",Rs./Quintal
Maharashtra,Vegetables,Potato,02-03-2025,-,"1,374.20",Metric Tonnes,"1,017.38","1,477.73","1,950.84",Rs./Quintal
Maharashtra,Vegetables,Onion,03-03-2025,-,"27,274.86",Metric Tonnes,814.44,"1,968.88","2,587.04",Rs./Quintal
Maharashtra,Vegetables,Potato,03-03-2025,-,"2,985.00",Metric Tonnes,"1,005.19","1,403.05","1,770.08",Rs./Quintal
Maharashtra,Vegetables,Onion,04-03-2025,-,"25,664.30",Metric Tonnes,992.73,"2,032.52","2,595.01",Rs./Quintal
Maharashtra,Vegetables,Potato,04-03-2025,-,"2,776.20",Metric Tonnes,"1,006.30","1,412.41","1,793.43",Rs./Quintal
Maharashtra,Vegetables,Onion,05-03-2025,-,"27,773.98",Metric Tonnes,846.23,"1,978.79","2,548.19",Rs./Quintal
Maharashtra,Vegetables,Potato,05-03-2025,-,"2,841.30",Metric Tonnes,"1,018.63","1,425.93","1,791.99",Rs./Quintal
Maharashtra,Vegetables,Onion,06-03-2025,-,"27,866.40",Metric Tonnes,745.77,"1,856.94","2,477.24",Rs./Quintal
Maharashtra,Vegetables,Potato,06-03-2025,-,"2,720.80",Metric Tonnes,986.06,"1,360.56","1,710.14",Rs./Quintal
Maharashtra,Vegetables,Onion,07-03-2025,-,"26,779.96",Metric Tonnes,785.53,"1,865.01","2,437.11",Rs./Quintal
Maharashtra,Vegetables,Potato,07-03-2025,-,"2,704.90",Metric Tonnes,998.87,"1,335.83","1,699.64",Rs./Quintal
Maharashtra,Vegetables,Onion,08-03-2025,-,"22,823.60",Metric Tonnes,672.74,"1,616.15","2,221.36",Rs./Quintal
Maharashtra,Vegetables,Potato,08-03-2025,-,"2,111.20",Metric Tonnes,"1,008.11","1,395.35","1,775.90",Rs./Quintal
Maharashtra,Vegetables,Onion,09-03-2025,-,"12,782.47",Metric Tonnes,845.58,"1,569.03","2,021.44",Rs./Quintal
Maharashtra,Vegetables,Potato,09-03-2025,-,"1,768.00",Metric Tonnes,967.23,"1,386.21","1,763.18",Rs./Quintal
Maharashtra,Vegetables,Onion,10-03-2025,-,"47,116.90",Metric Tonnes,613.79,"1,360.72","1,805.91",Rs./Quintal
Maharashtra,Vegetables,Potato,10-03-2025,-,"2,546.20",Metric Tonnes,"1,024.95","1,391.42","1,721.09",Rs./Quintal
Maharashtra,Vegetables,Onion,11-03-2025,-,"28,412.60",Metric Tonnes,635.13,"1,308.32","1,734.93",Rs./Quintal
Maharashtra,Vegetables,Potato,11-03-2025,-,"2,324.60",Metric Tonnes,"1,017.36","1,411.41","1,740.58",Rs./Quintal
Maharashtra,Vegetables,Onion,12-03-2025,-,"22,391.50",Metric Tonnes,597.15,"1,291.76","1,709.59",Rs./Quintal
Maharashtra,Vegetables,Potato,12-03-2025,-,"2,740.70",Metric Tonnes,"1,028.46","1,420.39","1,772.50",Rs./Quintal
Maharashtra,Vegetables,Onion,13-03-2025,-,"9,401.50",Metric Tonnes,645.76,"1,336.56","1,861.56",Rs./Quintal
Maharashtra,Vegetables,Potato,13-03-2025,-,"2,514.30",Metric Tonnes,996.18,"1,402.00","1,758.68",Rs./Quintal
Maharashtra,Vegetables,Onion,14-03-2025,-,"3,998.55",Metric Tonnes,482.44,"1,254.34","1,877.99",Rs./Quintal
Maharashtra,Vegetables,Potato,14-03-2025,-,810.5,Metric Tonnes,970.6,"1,502.62","1,979.22",Rs./Quintal
Maharashtra,Vegetables,Onion,15-03-2025,-,"10,844.90",Metric Tonnes,634.56,"1,373.47","1,879.60",Rs./Quintal
Maharashtra,Vegetables,Potato,15-03-2025,-,"3,051.40",Metric Tonnes,"1,081.81","1,468.53","1,817.79",Rs./Quintal
Maharashtra,Vegetables,Onion,16-03-2025,-,"7,788.22",Metric Tonnes,713.8,"1,465.82","1,899.72",Rs./Quintal
Maharashtra,Vegetables,Potato,16-03-2025,-,"1,583.70",Metric Tonnes,998.48,"1,458.36","1,894.46",Rs./Quintal
Maharashtra,Vegetables,Onion,17-03-2025,-,"23,980.76",Metric Tonnes,619.28,"1,352.13","1,791.48",Rs./Quintal
Maharashtra,Vegetables,Potato,17-03-2025,-,"3,120.80",Metric Tonnes,"1,021.72","1,457.11","1,826.12",Rs./Quintal
Maharashtra,Vegetables,Onion,18-03-2025,-,"24,227.74",Metric Tonnes,637.44,"1,376.76","1,800.60",Rs./Quintal
Maharashtra,Vegetables,Potato,18-03-2025,-,"2,681.30",Metric Tonnes,"1,040.30","1,468.69","1,863.92",Rs./Quintal
Maharashtra,Vegetables,Onion,19-03-2025,-,"16,107.63",Metric Tonnes,672.16,"1,333.60","1,714.25",Rs./Quintal
Maharashtra,Vegetables,Potato,19-03-2025,-,"2,588.40",Metric Tonnes,"1,025.62","1,482.52","1,880.61",Rs./Quintal
Maharashtra,Vegetables,Onion,20-03-2025,-,"34,453.80",Metric Tonnes,588.68,"1,307.43","1,706.50",Rs./Quintal
Maharashtra,Vegetables,Potato,20-03-2025,-,"2,971.40",Metric Tonnes,"1,032.95","1,499.99","1,886.22",Rs./Quintal
Maharashtra,Vegetables,Onion,21-03-2025,-,"29,496.71",Metric Tonnes,538.37,"1,248.63","1,634.46",Rs./Quintal
Maharashtra,Vegetables,Potato,21-03-2025,-,"2,967.90",Metric Tonnes,944.91,"1,414.41","1,874.80",Rs./Quintal
Maharashtra,Vegetables,Onion,22-03-2025,-,"19,814.67",Metric Tonnes,568.96,"1,252.40","1,653.21",Rs./Quintal
Maharashtra,Vegetables,Potato,22-03-2025,-,"3,031.60",Metric Tonnes,997.58,"1,344.09","1,711.29",Rs./Quintal
Maharashtra,Vegetables,Onion,23-03-2025,-,"8,830.25",Metric Tonnes,694.05,"1,364.41","1,788.56",Rs./Quintal
Maharashtra,Vegetables,Potato,23-03-2025,-,"2,234.00",Metric Tonnes,934.95,"1,443.65","1,918.11",Rs./Quintal
Maharashtra,Vegetables,Onion,24-03-2025,-,"23,367.42",Metric Tonnes,640.22,"1,322.78","1,713.73",Rs./Quintal
Maharashtra,Vegetables,Potato,24-03-2025,-,"3,793.00",Metric Tonnes,998.14,"1,439.12","1,825.11",Rs./Quintal
Maharashtra,Vegetables,Onion,25-03-2025,-,"16,980.56",Metric Tonnes,657.34,"1,391.63","1,729.28",Rs./Quintal
Maharashtra,Vegetables,Potato,25-03-2025,-,"2,589.20",Metric Tonnes,"1,016.96","1,479.33","1,900.32",Rs./Quintal
Maharashtra,Vegetables,Onion,26-03-2025,-,"15,827.31",Metric Tonnes,673.92,"1,373.88","1,757.06",Rs./Quintal
Maharashtra,Vegetables,Potato,26-03-2025,-,"2,853.10",Metric Tonnes,987.83,"1,423.45","1,818.23",Rs./Quintal
Maharashtra,Vegetables,Onion,27-03-2025,-,"21,250.97",Metric Tonnes,614.56,"1,294.55","1,679.08",Rs./Quintal
Maharashtra,Vegetables,Potato,27-03-2025,-,"2,282.80",Metric Tonnes,996.96,"1,416.88","1,779.54",Rs./Quintal
Maharashtra,Vegetables,Onion,28-03-2025,-,"12,406.27",Metric Tonnes,576.6,"1,230.81","1,721.36",Rs./Quintal
Maharashtra,Vegetables,Potato,28-03-2025,-,"2,480.90",Metric Tonnes,"1,018.67","1,417.40","1,828.27",Rs./Quintal
Maharashtra,Vegetables,Onion,29-03-2025,-,"4,450.67",Metric Tonnes,435.56,"1,218.91","1,892.23",Rs./Quintal
Maharashtra,Vegetables,Potato,29-03-2025,-,987.5,Metric Tonnes,976.93,"1,403.26","1,756.80",Rs./Quintal
Maharashtra,Vegetables,Onion,30-03-2025,-,"3,472.42",Metric Tonnes,711.81,"1,298.18","1,755.58",Rs./Quintal
Maharashtra,Vegetables,Potato,30-03-2025,-,718.7,Metric Tonnes,"1,112.12","1,540.16","1,953.90",Rs./Quintal
Maharashtra,Vegetables,Onion,31-03-2025,-,"1,108.58",Metric Tonnes,718.26,"1,253.89","1,679.42",Rs./Quintal
Maharashtra,Vegetables,Potato,31-03-2025,-,715.4,Metric Tonnes,966.93,"1,475.77","1,923.69",Rs./Quintal
Maharashtra,Vegetables,Onion,01-04-2025,-,"6,409.65",Metric Tonnes,825.43,"1,292.29","1,658.70",Rs./Quintal
Maharashtra,Vegetables,Potato,01-04-2025,-,"2,869.50",Metric Tonnes,"1,027.03","1,463.38","1,853.37",Rs./Quintal
Maharashtra,Vegetables,Onion,02-04-2025,-,"19,695.54",Metric Tonnes,546.41,"1,205.69","1,566.02",Rs./Quintal
Maharashtra,Vegetables,Potato,02-04-2025,-,"2,435.50",Metric Tonnes,"1,089.20","1,510.93","1,889.35",Rs./Quintal
Maharashtra,Vegetables,Onion,03-04-2025,-,"21,434.20",Metric Tonnes,597.73,"1,199.74","1,558.17",Rs./Quintal
Maharashtra,Vegetables,Potato,03-04-2025,-,"2,495.90",Metric Tonnes,"1,151.02","1,566.96","1,911.42",Rs./Quintal
Maharashtra,Vegetables,Onion,04-04-2025,-,"22,536.99",Metric Tonnes,558.99,"1,185.64","1,516.63",Rs./Quintal
Maharashtra,Vegetables,Potato,04-04-2025,-,"2,494.70",Metric Tonnes,"1,135.31","1,516.14","1,891.23",Rs./Quintal
Maharashtra,Vegetables,Onion,05-04-2025,-,"15,787.74",Metric Tonnes,553.39,"1,189.78","1,553.05",Rs./Quintal
Maharashtra,Vegetables,Potato,05-04-2025,-,"2,458.90",Metric Tonnes,"1,158.27","1,561.99","1,918.26",Rs./Quintal
Maharashtra,Vegetables,Onion,06-04-2025,-,"4,623.97",Metric Tonnes,540.56,"1,201.52","1,612.36",Rs./Quintal
Maharashtra,Vegetables,Potato,06-04-2025,-,"1,769.70",Metric Tonnes,"1,122.82","1,574.22","1,986.43",Rs./Quintal
Maharashtra,Vegetables,Onion,07-04-2025,-,"27,030.94",Metric Tonnes,554.51,"1,175.52","1,482.43",Rs./Quintal
Maharashtra,Vegetables,Potato,07-04-2025,-,"2,998.00",Metric Tonnes,"1,200.90","1,562.05","1,909.93",Rs./Quintal
Maharashtra,Vegetables,Onion,08-04-2025,-,"28,717.06",Metric Tonnes,542.17,"1,134.42","1,449.30",Rs./Quintal
Maharashtra,Vegetables,Potato,08-04-2025,-,"2,986.40",Metric Tonnes,"1,190.28","1,571.01","1,910.05",Rs./Quintal
Maharashtra,Vegetables,Onion,09-04-2025,-,"23,694.56",Metric Tonnes,572.21,"1,119.96","1,438.35",Rs./Quintal
Maharashtra,Vegetables,Potato,09-04-2025,-,"3,359.20",Metric Tonnes,"1,154.35","1,554.79","1,895.27",Rs./Quintal
Maharashtra,Vegetables,Onion,10-04-2025,-,"9,053.29",Metric Tonnes,567.67,"1,058.88","1,462.65",Rs./Quintal
Maharashtra,Vegetables,Potato,10-04-2025,-,"2,000.20",Metric Tonnes,"1,166.84","1,554.21","1,940.05",Rs./Quintal
Maharashtra,Vegetables,Onion,11-04-2025,-,"26,557.13",Metric Tonnes,469.48,"1,019.32","1,323.47",Rs./Quintal
Maharashtra,Vegetables,Potato,11-04-2025,-,"3,106.30",Metric Tonnes,"1,042.20","1,445.99","1,846.27",Rs./Quintal
Maharashtra,Vegetables,Onion,12-04-2025,-,"16,780.41",Metric Tonnes,471.25,964.73,"1,315.12",Rs./Quintal
Maharashtra,Vegetables,Potato,12-04-2025,-,"1,127.10",Metric Tonnes,"1,102.41","1,577.81","1,930.41",Rs./Quintal
Maharashtra,Vegetables,Onion,13-04-2025,-,"3,455.95",Metric Tonnes,450.07,979.59,"1,352.50",Rs./Quintal
Maharashtra,Vegetables,Potato,13-04-2025,-,"1,263.00",Metric Tonnes,"1,020.11","1,471.76","1,960.10",Rs./Quintal
Maharashtra,Vegetables,Onion,14-04-2025,-,"7,977.20",Metric Tonnes,555.85,"1,016.86","1,339.00",Rs./Quintal
Maharashtra,Vegetables,Potato,14-04-2025,-,"2,403.90",Metric Tonnes,"1,026.52","1,470.45","1,808.00",Rs./Quintal
Maharashtra,Vegetables,Onion,15-04-2025,-,"27,095.63",Metric Tonnes,524.65,979.03,"1,316.63",Rs./Quintal
Maharashtra,Vegetables,Potato,15-04-2025,-,"2,271.40",Metric Tonnes,"1,052.45","1,521.11","1,882.68",Rs./Quintal
Maharashtra,Vegetables,Onion,16-04-2025,-,"26,384.13",Metric Tonnes,488.35,"1,044.35","1,364.67",Rs./Quintal
Maharashtra,Vegetables,Potato,16-04-2025,-,"2,568.00",Metric Tonnes,"1,098.15","1,522.83","1,857.74",Rs./Quintal
Maharashtra,Vegetables,Onion,17-04-2025,-,"23,633.52",Metric Tonnes,488.11,"1,056.03","1,414.79",Rs./Quintal
Maharashtra,Vegetables,Potato,17-04-2025,-,"2,207.80",Metric Tonnes,"1,034.28","1,506.12","1,893.73",Rs./Quintal
Maharashtra,Vegetables,Onion,18-04-2025,-,"14,025.51",Metric Tonnes,448.22,"1,025.54","1,419.01",Rs./Quintal
Maharashtra,Vegetables,Potato,18-04-2025,-,"2,505.20",Metric Tonnes,"1,055.28","1,519.50","1,919.24",Rs./Quintal
Maharashtra,Vegetables,Onion,19-04-2025,-,"18,337.37",Metric Tonnes,493.06,996.78,"1,423.59",Rs./Quintal
Maharashtra,Vegetables,Potato,19-04-2025,-,"1,861.40",Metric Tonnes,"1,127.96","1,509.66","1,883.42",Rs./Quintal
Maharashtra,Vegetables,Onion,20-04-2025,-,"3,907.35",Metric Tonnes,551.12,"1,007.01","1,352.12",Rs./Quintal
