Date,Delhi,Mumbai,Chennai,Kolkata
15-May-24,87.62,92.15,92.34,90.76
14-May-24,87.62,92.15,92.34,90.76
13-May-24,87.62,92.15,92.34,90.76
12-May-24,87.62,92.15,92.34,90.76
11-May-24,87.62,92.15,92.34,90.76
10-May-24,87.62,92.15,92.34,90.76
09-May-24,87.62,92.15,92.34,90.76
08-May-24,87.62,92.15,92.34,90.76
07-May-24,87.62,92.15,92.34,90.76
06-May-24,87.62,92.15,92.34,90.76
05-May-24,87.62,92.15,92.34,90.76
04-May-24,87.62,92.15,92.34,90.76
03-May-24,87.62,92.15,92.34,90.76
02-May-24,87.62,92.15,92.34,90.76
01-May-24,87.62,92.15,92.34,90.76
30-Apr-24,87.62,92.15,92.34,90.76
29-Apr-24,87.62,92.15,92.34,90.76
28-Apr-24,87.62,92.15,92.34,90.76
27-Apr-24,87.62,92.15,92.34,90.76
26-Apr-24,87.62,92.15,92.34,90.76
25-Apr-24,87.62,92.15,92.34,90.76
24-Apr-24,87.62,92.15,92.34,90.76
23-Apr-24,87.62,92.15,92.34,90.76
22-Apr-24,87.62,92.15,92.34,90.76
21-Apr-24,87.62,92.15,92.34,90.76
20-Apr-24,87.62,92.15,92.34,90.76
19-Apr-24,87.62,92.15,92.34,90.76
18-Apr-24,87.62,92.15,92.34,90.76
17-Apr-24,87.62,92.15,92.34,90.76
16-Apr-24,87.62,92.15,92.34,90.76
15-Apr-24,87.62,92.15,92.34,90.76
14-Apr-24,87.62,92.15,92.34,90.76
13-Apr-24,87.62,92.15,92.34,90.76
12-Apr-24,87.62,92.15,92.34,90.76
11-Apr-24,87.62,92.15,92.34,90.76
10-Apr-24,87.62,92.15,92.34,90.76
09-Apr-24,87.62,92.15,92.34,90.76
08-Apr-24,87.62,92.15,92.34,90.76
07-Apr-24,87.62,92.15,92.34,90.76
06-Apr-24,87.62,92.15,92.34,90.76
05-Apr-24,87.62,92.15,92.34,90.76
04-Apr-24,87.62,92.15,92.34,90.76
03-Apr-24,87.62,92.15,92.34,90.76
02-Apr-24,87.62,92.15,92.34,90.76
01-Apr-24,87.62,92.15,92.34,90.76
